4218	7512501.516	4695651.073	0	4218
4219	7512530.315	4695615.922	0	4219
4220	7512544.455	4695628.121	0	4220
4221	7512547.545	4695626.171	0	4221
4222	7512553.725	4695629.42	0	4222
4223	7512564.266	4695635.27	0	4223
4224	7512606.167	4695666.116	0	4224
4226	7512607.307	4695674.746	0	4226
4228	7512617.227	4695672.296	0	4228
4230	7512629.907	4695679.455	0	4230
4231	7512640.968	4695682.714	0	4231
5832	7512505.186	4695653.752	0	5832
5833	7512451.591	4695745.815	0	5833
5834	7512468.208	4695728.093	0	5834
5835	7512517.306	4695659.112	0	5835
6417	7512514.715	4695808.834	0	6417
6418	7512557.812	4695771.423	0	6418
7649	7512599.032	4695676.118	0	7649
7648	7512612.976	4695679.59	0	7648
7650	7512623.028	4695673.094	0	7650
7635	7512649.582	4695689.616	0	7635
